date,views
2017-08-01,46790
2017-08-02,48431
2017-08-03,50009
2017-08-04,51173
2017-08-05,49531
2017-08-06,43624
2017-08-07,44003
2017-08-08,47139
2017-08-09,46957
2017-08-10,46872
2017-08-11,49704
2017-08-12,50343
2017-08-13,46577
2017-08-14,46020
2017-08-15,45819
2017-08-16,45375
2017-08-17,47037
2017-08-18,49843
2017-08-19,54122
2017-08-20,52329
2017-08-21,52002
2017-08-22,53552
2017-08-23,54861
2017-08-24,56156
2017-08-25,58612
2017-08-26,58673
2017-08-27,54720
2017-08-28,53201
2017-08-29,54851
2017-08-30,57820
2017-08-31,78309
2017-09-01,79069
2017-09-02,73060
2017-09-03,76597
2017-09-04,77512
2017-09-05,69324
2017-09-06,69796
2017-09-07,70518
2017-09-08,71566
2017-09-09,77651
2017-09-10,74272
2017-09-11,66754
2017-09-12,70422
2017-09-13,71667
2017-09-14,72857
2017-09-15,75221
2017-09-16,88049
2017-09-17,84696
2017-09-18,78785
2017-09-19,79644
2017-09-20,81172
2017-09-21,85077
2017-09-22,88261
2017-09-23,96565
2017-09-24,91995
2017-09-25,84257
2017-09-26,84828
2017-09-27,89098
2017-09-28,89948
2017-09-29,95018
2017-09-30,105325
2017-10-01,107616
2017-10-02,97115
2017-10-03,102688
2017-10-04,105178
2017-10-05,108910
2017-10-06,112126
2017-10-07,123529
2017-10-08,123517
2017-10-09,111337
2017-10-10,115294
2017-10-11,123537
2017-10-12,126991
2017-10-13,126601
2017-10-14,135155
2017-10-15,132424
2017-10-16,125128
2017-10-17,128788
2017-10-18,133393
2017-10-19,138374
2017-10-20,146039
2017-10-21,161052
2017-10-22,163011
2017-10-23,158833
2017-10-24,168634
2017-10-25,177303
2017-10-26,185946
2017-10-27,185435
2017-10-28,201456
2017-10-29,208553
2017-10-30,205738
2017-10-31,214827
2017-11-01,347549
2017-11-02,349147
2017-11-03,362436
2017-11-04,402479
2017-11-05,408806
2017-11-06,379224
2017-11-07,418711
2017-11-08,459381
2017-11-09,480408
2017-11-10,520780
2017-11-11,592793
2017-11-12,603104
2017-11-13,547053
2017-11-14,571793
2017-11-15,614931
2017-11-16,646729
2017-11-17,707658
2017-11-18,863542
